episode,reward,steps,epsilon,loss
550,51.988993883132935,57,0.05,
551,16.298148691654205,21,0.05,
552,50.2380296587944,55,0.05,
553,44.3845272064209,49,0.05,
554,29.514222264289856,34,0.05,
555,36.370836198329926,41,0.05,
556,35.53725624084473,40,0.05,
557,14.279650032520294,19,0.05,
558,117.96295976638794,124,0.05,
559,68.66981166601181,74,0.05,
560,20.28595060110092,25,0.05,
561,26.31894361972809,31,0.05,
562,21.12005364894867,26,0.05,
563,40.34931570291519,45,0.05,
564,28.415483832359314,33,0.05,
565,21.389935851097107,26,0.05,
566,57.9465793967247,63,0.05,
567,20.51874452829361,25,0.05,
568,28.397723138332367,33,0.05,
569,27.372955083847046,32,0.05,
570,43.743507504463196,50,0.05,
571,45.279022097587585,50,0.05,
572,29.37048774957657,34,0.05,
573,36.48382842540741,41,0.05,
574,21.313278377056122,26,0.05,
575,21.62246346473694,26,0.05,
576,48.161535799503326,53,0.05,
577,24.03527271747589,29,0.05,
578,17.50977772474289,22,0.05,
579,18.12645322084427,23,0.05,
580,99.8816676735878,106,0.05,
581,33.534678399562836,38,0.05,
582,35.447234749794006,40,0.05,
583,19.058320999145508,24,0.05,
584,32.51402258872986,37,0.05,
585,36.4964525103569,41,0.05,
586,28.23981249332428,33,0.05,
587,29.519060909748077,34,0.05,
588,39.47115916013718,44,0.05,
589,28.60444188117981,33,0.05,
590,38.52474933862686,43,0.05,
591,53.19548553228378,58,0.05,
592,34.52881336212158,39,0.05,
593,63.85043942928314,69,0.05,
594,31.523322999477386,36,0.05,
595,27.493830680847168,32,0.05,
596,28.51760345697403,33,0.05,
597,50.51925086975098,57,0.05,
598,25.65668034553528,30,0.05,
599,24.541969418525696,29,0.05,
600,32.60651558637619,37,0.05,
601,36.34889078140259,41,0.05,
602,35.44438308477402,40,0.05,
603,33.47933614253998,38,0.05,
604,86.20496541261673,92,0.05,
605,28.60992079973221,33,0.05,
606,15.412258744239807,20,0.05,
607,48.3030766248703,53,0.05,
608,43.38384026288986,48,0.05,
609,61.99617749452591,67,0.05,
610,20.587900280952454,25,0.05,
611,21.26195591688156,26,0.05,
612,28.715512454509735,33,0.05,
613,23.333552956581116,28,0.05,
614,21.29236727952957,26,0.05,
615,15.194198310375214,20,0.05,
616,61.849294900894165,67,0.05,
617,17.505164206027985,22,0.05,
618,17.254043459892273,22,0.05,
619,39.53322637081146,44,0.05,
620,38.41018360853195,43,0.05,
621,20.45362365245819,25,0.05,
622,29.496079564094543,34,0.05,
623,18.59366500377655,23,0.05,
624,14.416841685771942,19,0.05,
625,38.4461590051651,43,0.05,
626,33.31615161895752,38,0.05,
627,38.41266304254532,43,0.05,
628,15.218992114067078,20,0.05,
629,28.503756284713745,33,0.05,
630,26.515996158123016,31,0.05,
631,79.51523691415787,85,0.05,
632,70.57690417766571,76,0.05,
633,50.27168786525726,55,0.05,
634,18.26127403974533,23,0.05,
635,36.300490498542786,41,0.05,
636,12.46605396270752,17,0.05,
637,24.460741102695465,29,0.05,
638,34.3851637840271,39,0.05,
639,24.287323355674744,29,0.05,
640,34.67259728908539,39,0.05,
